"","us-bibliographic-data-grant.publication-reference1","us-bibliographic-data-grant.publication-reference2","us-bibliographic-data-grant.publication-reference3","us-bibliographic-data-grant.publication-reference4","us-bibliographic-data-grant.application-reference1","us-bibliographic-data-grant.application-reference2","us-bibliographic-data-grant.application-reference3","us-bibliographic-data-grant.application-reference..attrs.appl-type","us-bibliographic-data-grant.us-application-series-code","us-bibliographic-data-grant.us-term-of-grant.length-of-grant","us-bibliographic-data-grant.classification-locarno.edition","us-bibliographic-data-grant.classification-locarno.main-classification","us-bibliographic-data-grant.classification-national.country","us-bibliographic-data-grant.classification-national.main-classification","us-bibliographic-data-grant.invention-title.text","us-bibliographic-data-grant.invention-title..attrs.id","us-bibliographic-data-grant.number-of-claims","us-bibliographic-data-grant.us-exemplary-claim","us-bibliographic-data-grant.figures.number-of-drawing-sheets","us-bibliographic-data-grant.figures.number-of-figures","us-bibliographic-data-grant.us-parties.us-applicants.address.city","us-bibliographic-data-grant.us-parties.us-applicants.address.country","us-bibliographic-data-grant.us-parties.us-applicants.country","us-bibliographic-data-grant.us-parties.us-applicants.sequence","us-bibliographic-data-grant.us-parties.us-applicants.app-type","us-bibliographic-data-grant.us-parties.us-applicants.designation","us-bibliographic-data-grant.us-parties.inventors1","us-bibliographic-data-grant.us-parties.inventors2","us-bibliographic-data-grant.us-parties.inventors.city","us-bibliographic-data-grant.us-parties.inventors.country","us-bibliographic-data-grant.us-parties.inventors.sequence","us-bibliographic-data-grant.us-parties.inventors.designation","drawings..attrs.id","description..attrs.id","us-claim-statement","claims1","claims.id","claims.num","claims..attrs.id",".attrs.lang",".attrs.dtd-version",".attrs.file",".attrs.status",".attrs.id",".attrs.country",".attrs.date-produced",".attrs.date-publ"
"xml","US","D0786818","S1","20170516","US","29525258","20150428","design","29","14","10","1403","US","D14138AA","Electronic device","d2e71","1","1","6","8","Suwon-si","KR","KR","001","applicant","us-only","Kim","Sung-Kwon","Seoul","KR","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for an electronic device, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786818-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786819","S1","20170516","US","29541734","20151007","design","29","15","10","1403","US","D14138G","Mobile phone","d2e71","1","1","7","7","Seoul","KR","KR","001","applicant","us-only","Seo","Kiyeal","Seoul","KR","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a mobile phone, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786819-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786820","S1","20170516","US","29546601","20151124","design","29","15","10","1403","US","D14142","Entryphone","d2e90","1","1","5","7","Sesto Al Reghena (PN)","IT","IT","001","applicant","us-only","Michielan","Gianni","Sesto Al Reghena","IT","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for an entryphone, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786820-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786821","S1","20170516","US","29527334","20150518","design","29","15","10","1404","US","D14185","Display screen or portion thereof with graphical user interface","d2e53","1","1","8","8","Cambridge","US","US","001","applicant","us-only","Engelhard","Yechiel","Boston","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a display screen or portion thereof with graphical user interface, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786821-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786822","S1","20170516","US","29530415","20150616","design","29","15","10","1403","US","D14188","Amplifier","d2e55","1","1","7","7","Framingham","US","US","001","applicant","us-only","Williamson","Paul C.","Providence","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for an amplifier, substantially as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786822-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786823","S1","20170516","US","29573895","20160810","design","29","15","10","1401","US","D14204","Speaker","d2e71","1","1","4","7","Suwon-si","KR","KR","001","applicant","us-only","Seong","Bo-Kyung","Daejeon-Si","KR","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a speaker, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786823-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786824","S1","20170516","US","29573090","20160802","design","29","15","10","1401","US","D14205","Headphone","d2e53","1","1","14","18","Manhasset","US","US","001","applicant","us-only","Hembrey","Jason L.","Manhasset","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for headphone, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786824-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786825","S1","20170516","US","29538847","20150909","design","29","15","10","1401","US","D14206","Sound device","d2e53","1","1","3","7","San Diego","US","US","001","applicant","us-only","Shifron","Sam Aleksandrovich","Del Mar","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a sound device, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786825-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786826","S1","20170516","US","29580501","20161010","design","29","15","10","1401","US","D14206","Headset","d2e53","1","1","8","8","Edison","US","US","001","applicant","us-only","Esses","Alfred","Brooklyn","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a headset, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786826-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786827","S1","20170516","US","29538648","20150904","design","29","15","10","1401","US","D14207","Portable speaker system","d2e53","1","1","4","7","Columbus","US","US","001","applicant","us-only","Nesbit","Christopher","Columbus","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a portable speaker system, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786827-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786828","S1","20170516","US","29554790","20160216","design","29","15","10","1401","US","D14214","Bluetooth speaker","d2e53","1","1","7","7","Shenzhen","CN","CN","001","applicant","us-only","Hua","Zhao Bao","Shenzhen","CN","001","us-only","DRAWINGS","description","CLAIM","I claim the ornamental design for a bluetooth speaker, as shown.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786828-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786829","S1","20170516","US","29549591","20151227","design","29","15","10","1401","US","D14216","Wireless speaker","d2e90","1","1","9","9","Beijing","CN","CN","001","applicant","us-only","Wang","Wei","Beijing","CN","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a wireless speaker, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786829-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786830","S1","20170516","US","29559979","20160401","design","29","15","10","1403","US","D14217","Mixer","d2e53","1","1","6","7","Hamamatsu-shi","JP","JP","001","applicant","us-only","Plattard","Yves","Hamamatsu","JP","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a mixer, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786830-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786831","S1","20170516","US","29460634","20130712","design","29","14","10","1403","US","D14218","Remote control device with an icon","d2e55","1","1","1","2","San Jose","US","US","001","applicant","us-only","Sirpal","Sanjiv","Oakville","CA","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a remote control device with an icon, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786831-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786832","S1","20170516","US","29460636","20130712","design","29","14","10","1403","US","D14218","Remote control device with an icon","d2e55","1","1","1","2","San Jose","US","US","001","applicant","us-only","Sirpal","Sanjiv","Oakville","CA","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a remote control device with an icon, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786832-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786833","S1","20170516","US","29460640","20130712","design","29","14","10","1403","US","D14218","Remote control device with an icon","d2e55","1","1","1","2","San Jose","US","US","001","applicant","us-only","Sirpal","Sanjiv","Oakville","CA","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a remote control device with an icon, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786833-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786834","S1","20170516","US","29497986","20140730","design","29","14","10","1401","US","D14223","Earphone","d2e126","1","1","4","7","Ballerup","DK","DK","001","applicant","us-only","Samrelius","Jonas","Stockholm","SE","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for an earphone, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786834-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786835","S1","20170516","US","29537530","20150826","design","29","15","10","1401","US","D14223","Communications headset","d2e53","1","1","6","8","Santa Cruz","US","US","001","applicant","us-only","Wu","Chang-Chih","Taipei","TW","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a communications headset, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786835-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786836","S1","20170516","US","29487663","20140410","design","29","14","10","1403","US","D14230","Television with antenna","d2e53","1","1","3","5","San Jose","US","US","001","applicant","us-only","Leabman","Michael A","San Ramon","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a television with antenna, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786836-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786837","S1","20170516","US","29527305","20150518","design","29","15","10","1403","US","D14230","Antenna pipe","d2e53","1","1","7","7","Zhubei","TW","TW","001","applicant","us-only","Tsen","Mei-Lin","Zhubei","TW","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for an antenna pipe, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786837-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786838","S1","20170516","US","29549599","20151227","design","29","15","10","1403","US","D14230","Antenna","d2e53","1","1","4","6","San Diego","US","US","001","applicant","us-only","Chang","Wei","Zhang Jia Gang","CN","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for an antenna, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786838-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786839","S1","20170516","US","29549604","20151227","design","29","15","10","1403","US","D14230","Antenna","d2e53","1","1","2","5","San Diego","US","US","001","applicant","us-only","Zheng","Bei","Zhang Jia Gang","CN","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for an antenna, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786839-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786840","S1","20170516","US","29555958","20160225","design","29","15","10","1403","US","D14230","Antenna","d2e53","1","1","8","20","San Diego","US","US","001","applicant","us-only","He","Ziming","Irvine","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for an antenna, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786840-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786841","S1","20170516","US","29563391","20160504","design","29","15","10","1401","US","D142381","Apparatus for mounting a portable electronic device in a vehicle","d2e53","1","1","8","8","San Francisco","US","US","001","applicant","us-only","Minn","Kenneth Y.","San Francisco","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for an apparatus for mounting a portable electronic device in a vehicle, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786841-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786842","S1","20170516","US","29564915","20160517","design","29","15","10","1403","US","D14239","Stand for television","d2e71","1","1","8","9","Suwon-si","KR","KR","001","applicant","us-only","Lee","Hyungsun","Yongin-si","KR","001","us-only","DRAWINGS","description","CLAIM","We claim the ornamental design for a stand for television, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786842-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786843","S1","20170516","US","29564921","20160517","design","29","15","10","1403","US","D14239","Stand for television","d2e71","1","1","7","8","Suwon-si","KR","KR","001","applicant","us-only","Lee","Joonyoung","Seoul","KR","001","us-only","DRAWINGS","description","CLAIM","We claim the ornamental design for a stand for television, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786843-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786844","S1","20170516","US","29509238","20141114","design","29","14","10","1403","US","D14248","Electronic device","d2e53","1","1","8","12","Suwon-si","KR","KR","001","applicant","us-only","Kim","Nam-Su","Seoul","KR","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for an electronic device, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786844-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786845","S1","20170516","US","29509243","20141114","design","29","14","10","1403","US","D14248","Electronic device","d2e53","1","1","9","14","Suwon-si","KR","KR","001","applicant","us-only","Kim","Nam-Su","Seoul","KR","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for an electronic device, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786845-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786846","S1","20170516","US","29510651","20141202","design","29","14","10","1403","US","D14248","Electronic device","d2e71","1","1","6","8","Suwon-si","KR","KR","001","applicant","us-only","Kim","Nam-Su","Seoul","KR","001","us-only","DRAWINGS","description","CLAIM","We claim the ornamental design for an electronic device, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786846-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786847","S1","20170516","US","29510660","20141202","design","29","14","10","1403","US","D14248","Electronic device","d2e71","1","1","6","9","Suwon-si","KR","KR","001","applicant","us-only","Kim","Nam-Su","Seoul","KR","001","us-only","DRAWINGS","description","CLAIM","We claim the ornamental design for an electronic device, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786847-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786848","S1","20170516","US","29585402","20161123","design","29","15","10","1403","US","D14248","Mobile phone","d2e71","1","1","9","9","Suwon-si","KR","KR","001","applicant","us-only","Park","Jisang","Yongin-si","KR","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a mobile phone, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786848-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
